客戶編號,性別,年齡,婚姻,扶養人數,城市,郵遞區號,緯度,經度,推薦次數,加入期間 (月),優惠方式,電話服務,平均長途話費,多線路服務,網路服務,網路連線類型,平均下載量( GB),線上安全服務,線上備份服務,設備保護計劃,技術支援計劃,電視節目,電影節目,音樂節目,無限資料下載,合約類型,無紙化計費,支付帳單方式,每月費用,總費用,總退款,額外數據費用,額外長途費用,總收入,客戶狀態,客戶流失類別,客戶離開原因,Age,Dependents,Total_Revenue,人口估計,CLV,CLV_Group,Churned
1293-HHSHJ,Female,61,No,0,Montrose,91020,34.2112,-118.230625,0,35,Offer C,Yes,23.77,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,21.1,741.0,14.23,0,831.95,1558.72,Stayed,,,61,0,1558.72,7527,1558.72,Mid CLV,False
1297-VQDRP,Male,80,Yes,1,Foothill Ranch,92610,33.698728,-117.67768,0,68,Offer A,Yes,32.11,Yes,Yes,Fiber Optic,12.0,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,107.15,7379.8,0.0,50,2183.48,9613.28,Stayed,,,80,1,9613.28,10936,9613.28,High CLV,False
1298-PHBTI,Male,40,Yes,3,Los Angeles,90049,34.091829,-118.491244,9,71,無優惠,Yes,33.67,Yes,Yes,Fiber Optic,75.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0.0,0,2390.57,8542.97,Stayed,,,40,3,8542.97,33523,8542.97,High CLV,False
1299-AURJA,Female,43,Yes,2,Twain Harte,95383,38.107441,-120.230625,8,70,無優惠,Yes,30.33,Yes,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,24.7,1685.9,0.0,0,2123.1,3809.0,Stayed,,,43,2,3809.0,4848,3809.0,Mid CLV,False
1301-LOPVR,Male,62,Yes,3,North Hollywood,91605,34.207295,-118.400022,6,29,無優惠,No,0.0,,Yes,DSL,57.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,55.35,1636.95,0.0,0,0.0,1636.95,Stayed,,,62,3,1636.95,57146,1636.95,Mid CLV,False
1302-TPUBN,Male,58,No,0,West Sacramento,95691,38.627951,-121.593287,0,66,無優惠,Yes,21.23,No,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,19.35,1240.8,0.0,0,1401.18,2641.98,Stayed,,,58,0,2641.98,19050,2641.98,Mid CLV,False
1302-UHBDD,Male,70,No,0,Ladera Ranch,92694,33.569186,-117.640055,0,20,Offer D,Yes,48.46,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.95,1648.45,0.0,0,969.2,2617.65,Stayed,,,70,0,2617.65,350,2617.65,Mid CLV,False
1303-SRDOK,Female,52,Yes,2,Rio Dell,95562,40.485849,-124.163234,3,55,Offer B,Yes,27.87,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.05,3842.6,0.0,0,1532.85,5375.45,Stayed,,,52,2,5375.45,3284,5375.45,High CLV,False
1304-BCCFO,Male,24,Yes,0,Redlands,92374,34.064073,-117.166158,2,9,無優惠,Yes,14.91,No,Yes,Cable,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.05,564.4,0.0,0,134.19,698.5899999999999,Stayed,,,24,0,698.5899999999999,36675,698.5899999999999,Low CLV,False
1304-NECVQ,Female,69,No,0,Somis,93066,34.297628,-119.014627,0,2,Offer E,Yes,43.96,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0.0,0,87.92,237.47000000000003,Churned,Competitor,Competitor made better offer,69,0,237.47000000000003,2966,237.47000000000003,Low CLV,True
1304-SEGFY,Female,57,Yes,0,National City,91950,32.67102,-117.095235,7,72,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,24.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.85,6841.3,0.0,0,184.32,7025.62,Stayed,,,57,0,7025.62,62355,7025.62,High CLV,False
1306-RPWXZ,Female,60,No,3,Mc Farland,93250,35.666886,-119.186717,0,49,無優惠,Yes,31.7,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,20.45,1024.65,0.0,0,1553.3,2577.95,Stayed,,,60,3,2577.95,10781,2577.95,Mid CLV,False
1307-ATKGB,Male,21,No,0,Santa Clara,95054,37.393554,-121.965114,0,24,無優惠,Yes,27.91,No,Yes,Fiber Optic,59.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2187.15,0.0,0,669.84,2856.99,Stayed,,,21,0,2856.99,13031,2856.99,Mid CLV,False
1307-TVUFB,Male,66,No,0,Santa Ynez,93460,34.630356,-120.032564,0,42,無優惠,Yes,13.51,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,3344.1,0.0,0,567.42,3911.52,Stayed,,,66,0,3911.52,5710,3911.52,Mid CLV,False
1309-BXVOQ,Male,27,Yes,0,Old Station,96071,40.656287,-121.428965,1,21,Offer D,Yes,21.83,Yes,Yes,Fiber Optic,59.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1,2249.95,0.0,0,458.43,2708.3799999999997,Churned,Price,Long distance charges,27,0,2708.3799999999997,182,2708.3799999999997,Mid CLV,True
1309-XGFSN,Male,72,Yes,1,Pinon Hills,92372,34.459322,-117.629729,1,52,無優惠,Yes,7.04,Yes,Yes,DSL,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,0.0,0,366.08,4445.63,Stayed,,,72,1,4445.63,4280,4445.63,High CLV,False
1310-QRITU,Female,40,No,0,Hinkley,92347,34.983808,-117.239306,0,18,無優惠,Yes,38.32,Yes,Yes,DSL,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,913.3,0.0,0,689.76,1603.06,Stayed,,,40,0,1603.06,1933,1603.06,Mid CLV,False
1319-YLZJG,Male,62,Yes,0,Dutch Flat,95714,39.197215,-120.83679,9,12,Offer D,Yes,39.0,No,Yes,Fiber Optic,7.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0.0,0,468.0,1427.9,Stayed,,,62,0,1427.9,350,1427.9,Mid CLV,False
1320-GVNHT,Male,56,Yes,2,Glendale,91207,34.182378,-118.262922,4,72,無優惠,Yes,27.88,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.4,7767.25,0.0,30,2007.36,9804.61,Stayed,,,56,2,9804.61,9864,9804.61,High CLV,False
1320-HTRDR,Female,30,No,0,Fellows,93224,35.215731,-119.57013,0,3,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,85.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0.0,0,142.53,363.13,Churned,Attitude,Attitude of service provider,30,0,363.13,626,363.13,Low CLV,True
1320-REHCS,Male,75,No,0,Inglewood,90301,33.956445,-118.358634,0,52,無優惠,Yes,23.04,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,5832.0,6.26,0,1198.08,7023.82,Stayed,,,75,0,7023.82,37527,7023.82,High CLV,False
1322-AGOQM,Male,57,No,0,Mather,95655,38.549822,-121.266725,0,46,無優惠,No,0.0,,Yes,DSL,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.3,1380.1,0.0,0,0.0,1380.1,Churned,Dissatisfaction,Service dissatisfaction,57,0,1380.1,929,1380.1,Mid CLV,True
1323-OOEPC,Female,45,Yes,0,Prather,93651,37.007238,-119.505661,1,53,無優惠,Yes,41.74,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.4,5149.5,0.0,0,2212.22,7361.719999999999,Churned,Price,Extra data charges,45,0,7361.719999999999,1314,7361.719999999999,High CLV,True
1324-NLTJE,Female,73,No,0,Emeryville,94608,37.83726,-122.287648,0,15,Offer D,Yes,17.19,Yes,Yes,DSL,19.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.0,757.1,0.0,0,257.85,1014.95,Churned,Other,Don't know,73,0,1014.95,24589,1014.95,Mid CLV,True
1325-USMEC,Male,58,Yes,0,Pearblossom,93553,34.445239,-117.894868,10,70,Offer A,Yes,48.0,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.35,6944.5,0.0,0,3360.0,10304.5,Stayed,,,58,0,10304.5,1613,10304.5,High CLV,False
1328-EUZHC,Female,59,Yes,0,Carson,90746,33.859171,-118.252272,4,18,無優惠,Yes,25.54,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,20.1,370.5,0.0,0,459.72,830.22,Stayed,,,59,0,830.22,25566,830.22,Low CLV,False
1329-VHWNP,Female,42,No,0,Grover Beach,93433,35.120833,-120.61843,0,7,無優惠,No,0.0,,Yes,DSL,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,189.95,0.0,0,0.0,189.95,Stayed,,,42,0,189.95,13106,189.95,Low CLV,False
1333-PBMXB,Female,40,Yes,2,Santa Ana,92703,33.748635,-117.906125,1,54,無優惠,Yes,28.87,Yes,No,,0.0,,,,,,,,,One Year,Yes,Bank Withdrawal,24.75,1342.15,0.0,0,1558.98,2901.13,Stayed,,,40,2,2901.13,70011,2901.13,Mid CLV,False
1334-FJSVR,Male,64,No,0,Sequoia National Park,93262,36.527243,-118.594938,0,1,Offer E,No,0.0,,Yes,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25,24.25,0.0,0,0.0,24.25,Churned,Dissatisfaction,Lack of self-service on Website,64,0,24.25,56,24.25,Low CLV,True
1334-PDUKM,Female,48,Yes,0,Palomar Mountain,92060,33.309852,-116.823091,5,68,Offer A,Yes,9.76,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0.0,150,663.68,6576.63,Stayed,,,48,0,6576.63,234,6576.63,High CLV,False
1335-HQMKX,Female,49,Yes,0,Los Angeles,90044,33.952714,-118.292061,6,72,Offer A,Yes,46.1,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.35,7323.15,0.0,0,3319.2,10642.35,Stayed,,,49,0,10642.35,87383,10642.35,High CLV,False
1335-MXCSE,Male,24,Yes,1,Shoshone,92384,35.924252,-116.188668,5,55,無優惠,Yes,46.61,No,Yes,DSL,30.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,0.0,0,2563.55,5683.450000000001,Stayed,,,24,1,5683.450000000001,87,5683.450000000001,High CLV,False
1335-NTIUC,Male,61,No,0,Pacoima,91331,34.255442,-118.421314,0,9,無優惠,No,0.0,,Yes,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,190.25,0.0,0,0.0,190.25,Stayed,,,61,0,190.25,97318,190.25,Low CLV,False
1336-EZFZY,Female,33,No,0,Kings Beach,96143,39.246654,-120.029273,0,4,無優惠,Yes,25.8,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.05,83.3,0.0,0,103.2,186.5,Stayed,,,33,0,186.5,4806,186.5,Low CLV,False
1337-BOZWO,Male,25,Yes,2,Canby,96015,41.486953,-120.913975,2,18,無優惠,No,0.0,,Yes,DSL,59.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,812.4,0.0,0,0.0,812.4,Stayed,,,25,2,812.4,417,812.4,Low CLV,False
1338-CECEE,Male,28,Yes,0,Mount Hermon,95041,37.051166,-122.056194,4,41,無優惠,Yes,13.58,Yes,Yes,DSL,51.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.3599999999997,Stayed,,,28,0,3358.3599999999997,77,3358.3599999999997,Mid CLV,False
1342-JPNKI,Male,33,No,0,Lake Forest,92630,33.644849,-117.684254,0,10,Offer D,Yes,5.92,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0.0,0,59.2,893.3000000000001,Churned,Other,Don't know,33,0,893.3000000000001,59176,893.3000000000001,Mid CLV,True
1343-EHPYB,Male,61,Yes,0,San Diego,92122,32.85723,-117.209774,2,63,無優惠,Yes,48.95,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.4,6603.0,0.0,0,3083.85,9686.85,Churned,Competitor,Competitor made better offer,61,0,9686.85,34902,9686.85,High CLV,True
1345-GKDZZ,Male,20,No,1,Riverside,92507,33.976328,-117.319786,0,6,無優惠,Yes,17.53,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.55,128.6,0.0,0,105.18,233.78,Stayed,,,20,1,233.78,48649,233.78,Low CLV,False
1345-ZUKID,Male,24,No,0,Magalia,95954,39.933852,-121.584371,0,14,Offer D,Yes,26.02,No,No,,0.0,,,,,,,,,One Year,No,Mailed Check,19.35,324.8,0.0,0,364.28,689.0799999999999,Stayed,,,24,0,689.0799999999999,11168,689.0799999999999,Low CLV,False
1346-PJWTK,Male,63,Yes,0,Corona,92880,33.918043,-117.617809,1,61,無優惠,Yes,17.73,No,Yes,Fiber Optic,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.15,5731.85,0.0,0,1081.53,6813.38,Stayed,,,63,0,6813.38,16998,6813.38,High CLV,False
1346-UFHAX,Female,59,No,0,Woodbridge,95258,38.169605,-121.310964,0,13,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.0,1029.35,0.0,0,437.97,1467.32,Stayed,,,59,0,1467.32,4176,1467.32,Mid CLV,False
1347-KTTTA,Male,22,Yes,0,Canyon Country,91351,34.422519,-118.420717,10,64,Offer B,Yes,40.49,No,Yes,Fiber Optic,69.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0.0,0,2591.36,9245.46,Stayed,,,22,0,9245.46,59259,9245.46,High CLV,False
1349-WXNGG,Male,57,No,0,Glendale,91207,34.182378,-118.262922,0,1,無優惠,Yes,12.0,No,No,,0.0,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.05,20.05,0.0,0,12.0,32.05,Churned,Attitude,Attitude of support person,57,0,32.05,9864,32.05,Low CLV,True
1352-HNSAW,Female,26,Yes,3,Aliso Viejo,92656,33.571259,-117.731917,9,72,無優惠,Yes,34.69,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,8220.4,0.0,140,2497.68,10858.08,Stayed,,,26,3,10858.08,41237,10858.08,High CLV,False
1352-VHKAJ,Male,30,Yes,2,Berkeley,94709,37.878554,-122.26609,1,27,無優惠,Yes,13.55,Yes,Yes,Cable,59.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0.0,140,365.85,2462.95,Stayed,,,30,2,2462.95,10147,2462.95,Mid CLV,False
1353-GHZOS,Male,22,Yes,0,San Diego,92115,32.762506,-117.07245,10,22,Offer D,Yes,6.03,No,Yes,DSL,51.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.75,1374.35,0.0,0,132.66,1507.01,Stayed,,,22,0,1507.01,56887,1507.01,Mid CLV,False
1353-LJWEM,Male,23,No,0,Cottonwood,96022,40.336392,-122.448533,0,11,Offer D,Yes,28.76,No,Yes,DSL,27.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,688.5,49.24,0,316.36,955.62,Stayed,,,23,0,955.62,12348,955.62,Mid CLV,False
1354-YZFNB,Male,53,Yes,3,Mad River,95552,40.390301,-123.412327,0,4,Offer E,Yes,29.09,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,19.55,68.8,0.0,0,116.36,185.16,Stayed,,,53,3,185.16,265,185.16,Low CLV,False
1355-KUSBG,Female,56,Yes,2,Fall River Mills,96028,41.017282,-121.468945,1,7,Offer E,Yes,9.1,Yes,Yes,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,349.8,0.0,0,63.7,413.5,Stayed,,,56,2,413.5,1902,413.5,Low CLV,False
1356-MKYSK,Male,44,No,0,Castro Valley,94546,37.708327,-122.083473,0,6,Offer E,Yes,46.59,No,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,78.65,483.3,0.0,10,279.54,772.84,Stayed,,,44,0,772.84,41698,772.84,Low CLV,False
1357-BIJKI,Male,46,Yes,0,Mission Viejo,92691,33.611945,-117.665867,10,50,Offer B,Yes,38.29,Yes,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.25,4858.7,3.55,0,1914.5,6769.65,Stayed,,,46,0,6769.65,46371,6769.65,High CLV,False
1357-MVDOZ,Male,25,Yes,1,Firebaugh,93622,36.785618,-120.625382,7,11,Offer D,Yes,21.14,No,Yes,DSL,47.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,683.25,0.0,0,232.54,915.79,Stayed,,,25,1,915.79,9491,915.79,Mid CLV,False
1360-JYXKQ,Female,68,Yes,0,South Gate,90280,33.944624,-118.192615,1,54,無優惠,Yes,22.05,No,Yes,Fiber Optic,17.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5437.1,0.0,0,1190.7,6627.8,Stayed,,,68,0,6627.8,96267,6627.8,High CLV,False
1360-RCYRT,Male,45,Yes,1,Forest Knolls,94933,38.010092,-122.689442,2,23,Offer D,No,0.0,,Yes,DSL,19.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,678.75,0.0,0,0.0,678.75,Stayed,,,45,1,678.75,1025,678.75,Low CLV,False
1360-XFJMR,Female,50,Yes,0,Washington,95986,39.34128,-120.786867,6,67,無優惠,Yes,17.72,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0.0,0,1187.24,8531.69,Stayed,,,50,0,8531.69,145,8531.69,High CLV,False
1363-TXLSL,Male,80,Yes,0,San Lucas,93954,36.125529,-120.864443,0,1,Offer E,Yes,39.1,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,39.1,109.4,Churned,Competitor,Competitor had better devices,80,0,109.4,521,109.4,Low CLV,True
1370-GGAWX,Female,55,No,0,Beverly Hills,90211,34.063947,-118.383001,0,46,無優惠,Yes,33.18,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.15,4408.45,0.0,0,1526.28,5934.73,Stayed,,,55,0,5934.73,8321,5934.73,High CLV,False
1371-DWPAZ,Female,64,Yes,0,Redcrest,95569,40.363446,-123.835041,2,10,無優惠,No,0.0,,Yes,DSL,8.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,56.05,560.5,0.0,0,0.0,560.5,Stayed,,,64,0,560.5,400,560.5,Low CLV,False
1371-OJCEK,Female,25,No,0,Standish,96128,40.346634,-120.386422,0,48,無優惠,Yes,13.67,Yes,No,,0.0,,,,,,,,,One Year,No,Bank Withdrawal,24.35,1133.7,0.0,0,656.16,1789.86,Stayed,,,25,0,1789.86,408,1789.86,Mid CLV,False
1371-WEPDS,Male,71,Yes,0,Chowchilla,93610,37.100948,-120.270136,8,40,無優惠,Yes,28.56,No,Yes,DSL,18.0,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,2283.3,0.0,50,1142.4,3475.7000000000003,Stayed,,,71,0,3475.7000000000003,19391,3475.7000000000003,Mid CLV,False
1373-ORVIZ,Female,62,Yes,0,Modesto,95351,37.621458,-121.012295,1,11,Offer D,Yes,15.69,Yes,Yes,DSL,12.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0.0,0,172.59,913.39,Churned,Competitor,Competitor had better devices,62,0,913.39,47536,913.39,Mid CLV,True
1374-DMZUI,Female,65,No,0,San Ramon,94583,37.766556,-121.976784,0,4,Offer E,Yes,49.5,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0.0,0,198.0,622.45,Churned,Competitor,Competitor made better offer,65,0,622.45,44078,622.45,Low CLV,True
1376-HHBDV,Female,37,No,0,Santa Monica,90401,34.015481,-118.493231,0,30,Offer C,Yes,10.74,No,Yes,DSL,13.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0.0,0,322.2,1858.95,Stayed,,,37,0,1858.95,5221,1858.95,Mid CLV,False
1379-FRVEB,Male,31,No,1,San Bernardino,92401,34.105935,-117.2914,0,15,Offer D,Yes,30.22,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,1430.05,0.0,0,453.3,1883.35,Stayed,,,31,1,1883.35,1779,1883.35,Mid CLV,False
1383-EZRWL,Female,62,No,0,Long Beach,90810,33.819814,-118.222416,0,7,Offer E,Yes,48.22,No,No,,0.0,,,,,,,,,Month-to-Month,No,Mailed Check,20.05,164.85,0.0,0,337.54,502.39,Churned,Other,Moved,62,0,502.39,35656,502.39,Low CLV,True
1384-RCUXW,Male,58,No,0,French Gulch,96033,40.740138,-122.587476,0,16,無優惠,Yes,34.18,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1248.9,0.0,0,546.88,1795.7800000000002,Stayed,,,58,0,1795.7800000000002,373,1795.7800000000002,Mid CLV,False
1385-TQOZW,Female,32,No,0,Branscomb,95417,39.710591,-123.682799,0,9,Offer E,Yes,45.99,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Credit Card,20.45,147.55,0.0,0,413.91,561.46,Stayed,,,32,0,561.46,176,561.46,Low CLV,False
1386-ZIKUV,Male,42,No,0,Glenhaven,95443,39.045246,-122.743181,0,7,Offer E,Yes,33.18,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Credit Card,18.95,130.55,0.0,0,232.26,362.81,Stayed,,,42,0,362.81,175,362.81,Low CLV,False
1389-CXMLU,Male,65,No,0,Downey,90242,33.921793,-118.140588,0,3,Offer E,Yes,26.32,Yes,Yes,Fiber Optic,8.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.05,289.1,0.0,0,78.96,368.06,Churned,Competitor,Competitor made better offer,65,0,368.06,42459,368.06,Low CLV,True
1389-WNUIB,Female,21,Yes,3,San Diego,92154,32.578103,-117.012975,7,20,無優惠,Yes,15.29,Yes,Yes,Cable,59.0,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,76.0,1588.75,7.3,70,305.8,1957.25,Stayed,,,21,3,1957.25,68776,1957.25,Mid CLV,False
1391-UBDAR,Male,27,No,0,Riverside,92504,33.9108,-117.398153,0,11,Offer D,Yes,18.33,No,Yes,Fiber Optic,76.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.9,818.45,0.0,0,201.63,1020.08,Stayed,,,27,0,1020.08,46550,1020.08,Mid CLV,False
1393-IMKZG,Female,50,No,0,Fullerton,92831,33.879983,-117.895482,0,1,無優惠,Yes,2.7,No,Yes,Fiber Optic,14.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,0.0,0,2.7,98.55,Joined,,,50,0,98.55,34592,98.55,Low CLV,False
1394-SUIUH,Female,70,Yes,0,Mount Shasta,96067,41.33832,-122.290756,4,44,無優惠,Yes,44.44,No,Yes,Fiber Optic,6.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,3670.5,0.0,0,1955.36,5625.86,Stayed,,,70,0,5625.86,7309,5625.86,High CLV,False
1395-OFUWC,Male,44,Yes,3,Los Angeles,90067,34.057496,-118.413959,5,43,Offer B,No,0.0,,Yes,Cable,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.3,1224.05,0.0,0,0.0,1224.05,Stayed,,,44,3,1224.05,2527,1224.05,Mid CLV,False
1395-WSWXR,Male,40,No,0,Weldon,93283,35.55647,-118.244914,0,24,無優惠,Yes,47.51,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,20.75,487.05,0.0,0,1140.24,1627.29,Stayed,,,40,0,1627.29,1935,1627.29,Mid CLV,False
1396-QWFBJ,Female,32,Yes,0,Rancho Santa Margarita,92688,33.624654,-117.611733,1,21,無優惠,Yes,5.07,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0.0,0,106.47,1672.17,Churned,Dissatisfaction,Lack of self-service on Website,32,0,1672.17,42193,1672.17,Mid CLV,True
1397-XKKWR,Male,47,No,0,San Jose,95112,37.343827,-121.883119,0,7,無優惠,No,0.0,,Yes,DSL,14.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.3,264.8,0.0,0,0.0,264.8,Stayed,,,47,0,264.8,52334,264.8,Low CLV,False
1399-OUPJN,Female,43,Yes,2,Bellflower,90706,33.887676,-118.127289,3,57,無優惠,Yes,12.26,No,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,19.75,1272.05,0.0,0,698.82,1970.87,Stayed,,,43,2,1970.87,72893,1970.87,Mid CLV,False
1399-UBQIU,Male,35,No,0,Orange,92867,33.81859,-117.821288,0,11,無優惠,Yes,16.14,No,Yes,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,712.25,0.0,0,177.54,889.79,Stayed,,,35,0,889.79,40915,889.79,Mid CLV,False
1400-MMYXY,Male,71,Yes,0,Alhambra,91801,34.090925,-118.128164,1,3,無優惠,Yes,41.3,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,334.65,0.0,0,123.9,458.5499999999999,Churned,Attitude,Attitude of service provider,71,0,458.5499999999999,54382,458.5499999999999,Low CLV,True
